Level,Title,State,Skill_level,Month,Vacancies
2,SA skill level 2,SA,2,2020-10-01,988.306
2,SA skill level 2,SA,2,2020-11-01,936.055
2,SA skill level 2,SA,2,2020-12-01,1002.809
2,SA skill level 2,SA,2,2021-01-01,1097.335
2,SA skill level 2,SA,2,2021-02-01,1163.125
2,SA skill level 2,SA,2,2021-03-01,1352.252
2,SA skill level 2,SA,2,2021-04-01,1257.656
2,SA skill level 2,SA,2,2021-05-01,1294.067
2,SA skill level 2,SA,2,2021-06-01,1292.403
2,SA skill level 2,SA,2,2021-07-01,1243.634
2,SA skill level 2,SA,2,2021-08-01,1267.565
2,SA skill level 2,SA,2,2021-09-01,1337.245
2,SA skill level 2,SA,2,2021-10-01,1334.045
2,SA skill level 2,SA,2,2021-11-01,1443.988
2,SA skill level 2,SA,2,2021-12-01,1409.821
2,SA skill level 2,SA,2,2022-01-01,1332.017
2,SA skill level 2,SA,2,2022-02-01,1397.744
2,SA skill level 2,SA,2,2022-03-01,1465.82
2,SA skill level 2,SA,2,2022-04-01,1479.521
2,SA skill level 2,SA,2,2022-05-01,1539.672
2,SA skill level 2,SA,2,2022-06-01,1609.56
2,SA skill level 2,SA,2,2022-07-01,1604.292
2,SA skill level 2,SA,2,2022-08-01,1686.447
2,SA skill level 2,SA,2,2022-09-01,1484.672
2,SA skill level 2,SA,2,2022-10-01,1447.724
2,SA skill level 2,SA,2,2022-11-01,1418.091
2,SA skill level 2,SA,2,2022-12-01,1479.51
2,SA skill level 2,SA,2,2023-01-01,1529.985
2,SA skill level 2,SA,2,2023-02-01,1583.323
2,SA skill level 2,SA,2,2023-03-01,1569.406
2,SA skill level 2,SA,2,2023-04-01,1689.937
2,SA skill level 2,SA,2,2023-05-01,1598.439
2,SA skill level 2,SA,2,2023-06-01,1617.027
2,SA skill level 2,SA,2,2023-07-01,1618.469
2,SA skill level 2,SA,2,2023-08-01,1542.708
2,SA skill level 2,SA,2,2023-09-01,1535.387
2,SA skill level 2,SA,2,2023-10-01,1556.607
2,SA skill level 2,SA,2,2023-11-01,1667.578
2,SA skill level 2,SA,2,2023-12-01,1812.717
2,SA skill level 2,SA,2,2024-01-01,1523.263
2,SA skill level 2,SA,2,2024-02-01,1619.328
2,SA skill level 2,SA,2,2024-03-01,1563.111
2,SA skill level 2,SA,2,2024-04-01,1551.826
2,SA skill level 2,SA,2,2024-05-01,1576.695
2,SA skill level 2,SA,2,2024-06-01,1476.784
2,SA skill level 2,SA,2,2024-07-01,1377.202
2,SA skill level 2,SA,2,2024-08-01,1550.435
2,SA skill level 2,SA,2,2024-09-01,1660.288
2,SA skill level 2,SA,2,2024-10-01,1638.357
2,SA skill level 2,SA,2,2024-11-01,1645.335
2,SA skill level 2,SA,2,2024-12-01,1573.39
2,SA skill level 2,SA,2,2025-01-01,1703.76
2,SA skill level 2,SA,2,2025-02-01,1602.561
2,SA skill level 2,SA,2,2025-03-01,1688.731
2,SA skill level 2,SA,2,2025-04-01,1698.803
2,SA skill level 2,SA,2,2025-05-01,1721.486
2,SA skill level 2,SA,2,2025-06-01,1749.216
2,SA skill level 2,SA,2,2025-07-01,1607.42
2,SA skill level 2,SA,2,2025-08-01,1624.483
2,SA skill level 2,SA,2,2025-09-01,1592.454
2,SA skill level 2,SA,2,2025-10-01,1707.786
2,SA skill level 2,SA,2,2025-11-01,1624.981
2,SA skill level 2,SA,2,2025-12-01,1665.35
2,SA skill level 2,SA,2,2026-01-01,1687.217
2,SA skill level 2,SA,2,2026-02-01,1677.965
2,SA skill level 2,SA,2,2026-03-01,1673.054
2,SA skill level 2,SA,2,2026-04-01,1681.68
2,SA skill level 2,SA,2,2026-05-01,1549.833
2,SA skill level 2,SA,2,2026-06-01,1615.22
2,SA skill level 2,SA,2,2026-07-01,1698.764
2,SA skill level 3,SA,3,2006-01-01,1951.042
2,SA skill level 3,SA,3,2006-02-01,1877.177
2,SA skill level 3,SA,3,2006-03-01,1961.322
2,SA skill level 3,SA,3,2006-04-01,1910.615
2,SA skill level 3,SA,3,2006-05-01,1853.479
2,SA skill level 3,SA,3,2006-06-01,1921.285
2,SA skill level 3,SA,3,2006-07-01,1972.489
2,SA skill level 3,SA,3,2006-08-01,2009.705
2,SA skill level 3,SA,3,2006-09-01,1868.056
2,SA skill level 3,SA,3,2006-10-01,1935.615
2,SA skill level 3,SA,3,2006-11-01,1753.177
2,SA skill level 3,SA,3,2006-12-01,1960.47
2,SA skill level 3,SA,3,2007-01-01,1957.061
2,SA skill level 3,SA,3,2007-02-01,2082.656
2,SA skill level 3,SA,3,2007-03-01,2091.242
2,SA skill level 3,SA,3,2007-04-01,2045.242
2,SA skill level 3,SA,3,2007-05-01,2109.194
2,SA skill level 3,SA,3,2007-06-01,1866.5
2,SA skill level 3,SA,3,2007-07-01,2251.231
2,SA skill level 3,SA,3,2007-08-01,2069.442
2,SA skill level 3,SA,3,2007-09-01,2075.358
2,SA skill level 3,SA,3,2007-10-01,2045.815
2,SA skill level 3,SA,3,2007-11-01,2190.715
2,SA skill level 3,SA,3,2007-12-01,2300.588
2,SA skill level 3,SA,3,2008-01-01,2168.155
2,SA skill level 3,SA,3,2008-02-01,2213.877
2,SA skill level 3,SA,3,2008-03-01,2328.004
2,SA skill level 3,SA,3,2008-04-01,2395.166
2,SA skill level 3,SA,3,2008-05-01,2266.902
2,SA skill level 3,SA,3,2008-06-01,2278.051
2,SA skill level 3,SA,3,2008-07-01,2081.703
2,SA skill level 3,SA,3,2008-08-01,1971.04
2,SA skill level 3,SA,3,2008-09-01,2026.437
2,SA skill level 3,SA,3,2008-10-01,1823.877
2,SA skill level 3,SA,3,2008-11-01,1783.333
2,SA skill level 3,SA,3,2008-12-01,1565.896
2,SA skill level 3,SA,3,2009-01-01,1538.739
2,SA skill level 3,SA,3,2009-02-01,1389.232
2,SA skill level 3,SA,3,2009-03-01,1285.321
2,SA skill level 3,SA,3,2009-04-01,1297.318
2,SA skill level 3,SA,3,2009-05-01,1287.648
2,SA skill level 3,SA,3,2009-06-01,1642.407
2,SA skill level 3,SA,3,2009-07-01,1426.719
2,SA skill level 3,SA,3,2009-08-01,1503.975
2,SA skill level 3,SA,3,2009-09-01,1452.977
2,SA skill level 3,SA,3,2009-10-01,1668.235
2,SA skill level 3,SA,3,2009-11-01,1629.783
2,SA skill level 3,SA,3,2009-12-01,1676.664
2,SA skill level 3,SA,3,2010-01-01,1710.086
2,SA skill level 3,SA,3,2010-02-01,1963.2
2,SA skill level 3,SA,3,2010-03-01,1668.537
2,SA skill level 3,SA,3,2010-04-01,1618.423
2,SA skill level 3,SA,3,2010-05-01,1755.365
2,SA skill level 3,SA,3,2010-06-01,1670.11
2,SA skill level 3,SA,3,2010-07-01,1689.856
2,SA skill level 3,SA,3,2010-08-01,1654.571
2,SA skill level 3,SA,3,2010-09-01,1679.152
2,SA skill level 3,SA,3,2010-10-01,1618.606
2,SA skill level 3,SA,3,2010-11-01,1674.021
2,SA skill level 3,SA,3,2010-12-01,1624.197
2,SA skill level 3,SA,3,2011-01-01,1763.185
2,SA skill level 3,SA,3,2011-02-01,1741.99
2,SA skill level 3,SA,3,2011-03-01,1709.776
2,SA skill level 3,SA,3,2011-04-01,1711.383
2,SA skill level 3,SA,3,2011-05-01,1675.21
2,SA skill level 3,SA,3,2011-06-01,1625.959
2,SA skill level 3,SA,3,2011-07-01,1733.896
2,SA skill level 3,SA,3,2011-08-01,1633.24
2,SA skill level 3,SA,3,2011-09-01,1607.117
2,SA skill level 3,SA,3,2011-10-01,1408.996
2,SA skill level 3,SA,3,2011-11-01,1489.416
2,SA skill level 3,SA,3,2011-12-01,1578.442
2,SA skill level 3,SA,3,2012-01-01,1365.052
2,SA skill level 3,SA,3,2012-02-01,1460.847
2,SA skill level 3,SA,3,2012-03-01,1430.795
2,SA skill level 3,SA,3,2012-04-01,1406.016
2,SA skill level 3,SA,3,2012-05-01,1319.616
2,SA skill level 3,SA,3,2012-06-01,1311.03
2,SA skill level 3,SA,3,2012-07-01,1203.921
2,SA skill level 3,SA,3,2012-08-01,1235.754
2,SA skill level 3,SA,3,2012-09-01,1212.027
2,SA skill level 3,SA,3,2012-10-01,1170.272
2,SA skill level 3,SA,3,2012-11-01,1078.328
2,SA skill level 3,SA,3,2012-12-01,1044.235
2,SA skill level 3,SA,3,2013-01-01,1001.838
2,SA skill level 3,SA,3,2013-02-01,934.86
2,SA skill level 3,SA,3,2013-03-01,1064.157
2,SA skill level 3,SA,3,2013-04-01,964.157
2,SA skill level 3,SA,3,2013-05-01,1016.953
2,SA skill level 3,SA,3,2013-06-01,980.392
2,SA skill level 3,SA,3,2013-07-01,1038.672
2,SA skill level 3,SA,3,2013-08-01,910.282
2,SA skill level 3,SA,3,2013-09-01,1009.551
2,SA skill level 3,SA,3,2013-10-01,1034.91
2,SA skill level 3,SA,3,2013-11-01,1018.28
2,SA skill level 3,SA,3,2013-12-01,990.162
2,SA skill level 3,SA,3,2014-01-01,991.839
2,SA skill level 3,SA,3,2014-02-01,1034.618
2,SA skill level 3,SA,3,2014-03-01,979.349
2,SA skill level 3,SA,3,2014-04-01,1030.788
2,SA skill level 3,SA,3,2014-05-01,1056.878
2,SA skill level 3,SA,3,2014-06-01,1062.786
2,SA skill level 3,SA,3,2014-07-01,984.165
2,SA skill level 3,SA,3,2014-08-01,1061.782
2,SA skill level 3,SA,3,2014-09-01,1036.441
2,SA skill level 3,SA,3,2014-10-01,1012.167
2,SA skill level 3,SA,3,2014-11-01,996.894
2,SA skill level 3,SA,3,2014-12-01,1010.361
2,SA skill level 3,SA,3,2015-01-01,992.934
2,SA skill level 3,SA,3,2015-02-01,977.208
2,SA skill level 3,SA,3,2015-03-01,972.469
2,SA skill level 3,SA,3,2015-04-01,932.721
2,SA skill level 3,SA,3,2015-05-01,868.939
2,SA skill level 3,SA,3,2015-06-01,840.588
2,SA skill level 3,SA,3,2015-07-01,800.967
2,SA skill level 3,SA,3,2015-08-01,837.863
2,SA skill level 3,SA,3,2015-09-01,889.284
2,SA skill level 3,SA,3,2015-10-01,961.732
2,SA skill level 3,SA,3,2015-11-01,969.195
2,SA skill level 3,SA,3,2015-12-01,1017.083
2,SA skill level 3,SA,3,2016-01-01,1047.248
2,SA skill level 3,SA,3,2016-02-01,986.387
2,SA skill level 3,SA,3,2016-03-01,998.767
2,SA skill level 3,SA,3,2016-04-01,980.108
2,SA skill level 3,SA,3,2016-05-01,965.407
2,SA skill level 3,SA,3,2016-06-01,1071.07
2,SA skill level 3,SA,3,2016-07-01,1040.467
2,SA skill level 3,SA,3,2016-08-01,1007.737
2,SA skill level 3,SA,3,2016-09-01,993.485
2,SA skill level 3,SA,3,2016-10-01,981.451
2,SA skill level 3,SA,3,2016-11-01,1069.948
2,SA skill level 3,SA,3,2016-12-01,1022.046
2,SA skill level 3,SA,3,2017-01-01,1053.962
2,SA skill level 3,SA,3,2017-02-01,1128.342
2,SA skill level 3,SA,3,2017-03-01,1258.013
2,SA skill level 3,SA,3,2017-04-01,1228.869
2,SA skill level 3,SA,3,2017-05-01,1257.027
2,SA skill level 3,SA,3,2017-06-01,1213.449
2,SA skill level 3,SA,3,2017-07-01,1216.758
2,SA skill level 3,SA,3,2017-08-01,1252.534
2,SA skill level 3,SA,3,2017-09-01,1246.395
2,SA skill level 3,SA,3,2017-10-01,1111.694
2,SA skill level 3,SA,3,2017-11-01,1192.909
2,SA skill level 3,SA,3,2017-12-01,1224.524
2,SA skill level 3,SA,3,2018-01-01,1178.548
2,SA skill level 3,SA,3,2018-02-01,1138.574
2,SA skill level 3,SA,3,2018-03-01,1189.494
2,SA skill level 3,SA,3,2018-04-01,1265.719
2,SA skill level 3,SA,3,2018-05-01,1195.81
2,SA skill level 3,SA,3,2018-06-01,1209.031
2,SA skill level 3,SA,3,2018-07-01,1166.721
2,SA skill level 3,SA,3,2018-08-01,1154.449
2,SA skill level 3,SA,3,2018-09-01,1146.057
2,SA skill level 3,SA,3,2018-10-01,1160.295
2,SA skill level 3,SA,3,2018-11-01,1169.281
2,SA skill level 3,SA,3,2018-12-01,1156.811
2,SA skill level 3,SA,3,2019-01-01,1234.18
2,SA skill level 3,SA,3,2019-02-01,1216.518
2,SA skill level 3,SA,3,2019-03-01,1167.563
2,SA skill level 3,SA,3,2019-04-01,1090.465
2,SA skill level 3,SA,3,2019-05-01,1162.092
2,SA skill level 3,SA,3,2019-06-01,1112.513
2,SA skill level 3,SA,3,2019-07-01,1172.027
2,SA skill level 3,SA,3,2019-08-01,1107.477
2,SA skill level 3,SA,3,2019-09-01,1132.865
2,SA skill level 3,SA,3,2019-10-01,1105.833
2,SA skill level 3,SA,3,2019-11-01,1073.675
2,SA skill level 3,SA,3,2019-12-01,1072.5
2,SA skill level 3,SA,3,2020-01-01,1177.232
2,SA skill level 3,SA,3,2020-02-01,1119.558
2,SA skill level 3,SA,3,2020-03-01,731.853
2,SA skill level 3,SA,3,2020-04-01,561.728
2,SA skill level 3,SA,3,2020-05-01,739.458
2,SA skill level 3,SA,3,2020-06-01,1040.715
2,SA skill level 3,SA,3,2020-07-01,1145.222
2,SA skill level 3,SA,3,2020-08-01,1259.2
2,SA skill level 3,SA,3,2020-09-01,1275.96
2,SA skill level 3,SA,3,2020-10-01,1321.655
2,SA skill level 3,SA,3,2020-11-01,1399.016
2,SA skill level 3,SA,3,2020-12-01,1472.149
2,SA skill level 3,SA,3,2021-01-01,1584.536
2,SA skill level 3,SA,3,2021-02-01,1703.972
2,SA skill level 3,SA,3,2021-03-01,1830.571
2,SA skill level 3,SA,3,2021-04-01,1841.684
2,SA skill level 3,SA,3,2021-05-01,1817.557
2,SA skill level 3,SA,3,2021-06-01,1869.464
2,SA skill level 3,SA,3,2021-07-01,1632.166
2,SA skill level 3,SA,3,2021-08-01,1865.572
2,SA skill level 3,SA,3,2021-09-01,1936.812
2,SA skill level 3,SA,3,2021-10-01,1963.704
2,SA skill level 3,SA,3,2021-11-01,1940.008
2,SA skill level 3,SA,3,2021-12-01,1943.28
2,SA skill level 3,SA,3,2022-01-01,1944.149
2,SA skill level 3,SA,3,2022-02-01,2040.056
2,SA skill level 3,SA,3,2022-03-01,2083.153
2,SA skill level 3,SA,3,2022-04-01,2094.093
2,SA skill level 3,SA,3,2022-05-01,2181.298
2,SA skill level 3,SA,3,2022-06-01,2150.624
2,SA skill level 3,SA,3,2022-07-01,2151.98
2,SA skill level 3,SA,3,2022-08-01,2184.524
2,SA skill level 3,SA,3,2022-09-01,2132.021
2,SA skill level 3,SA,3,2022-10-01,2127.368
2,SA skill level 3,SA,3,2022-11-01,2159.364
2,SA skill level 3,SA,3,2022-12-01,2287.984
2,SA skill level 3,SA,3,2023-01-01,2312.819
2,SA skill level 3,SA,3,2023-02-01,2350.636
2,SA skill level 3,SA,3,2023-03-01,2319.978
2,SA skill level 3,SA,3,2023-04-01,2393.528
2,SA skill level 3,SA,3,2023-05-01,2479.481
2,SA skill level 3,SA,3,2023-06-01,2335.312
2,SA skill level 3,SA,3,2023-07-01,2323.808
2,SA skill level 3,SA,3,2023-08-01,2221.607
2,SA skill level 3,SA,3,2023-09-01,2147.076
2,SA skill level 3,SA,3,2023-10-01,2211.113
2,SA skill level 3,SA,3,2023-11-01,2217.481
2,SA skill level 3,SA,3,2023-12-01,2311.37
2,SA skill level 3,SA,3,2024-01-01,2127.379
2,SA skill level 3,SA,3,2024-02-01,2159.108
2,SA skill level 3,SA,3,2024-03-01,2048.849
2,SA skill level 3,SA,3,2024-04-01,1967.354
2,SA skill level 3,SA,3,2024-05-01,2149.875
2,SA skill level 3,SA,3,2024-06-01,1982.003
2,SA skill level 3,SA,3,2024-07-01,1948.201
2,SA skill level 3,SA,3,2024-08-01,2066.522
2,SA skill level 3,SA,3,2024-09-01,2061.718
2,SA skill level 3,SA,3,2024-10-01,2105.875
2,SA skill level 3,SA,3,2024-11-01,2022.9
2,SA skill level 3,SA,3,2024-12-01,1925.793
2,SA skill level 3,SA,3,2025-01-01,1990.709
2,SA skill level 3,SA,3,2025-02-01,1875.675
2,SA skill level 3,SA,3,2025-03-01,1933.133
2,SA skill level 3,SA,3,2025-04-01,2027.863
2,SA skill level 3,SA,3,2025-05-01,1951.631
2,SA skill level 3,SA,3,2025-06-01,2027.629
2,SA skill level 3,SA,3,2025-07-01,2011.16
2,SA skill level 3,SA,3,2025-08-01,1921.426
2,SA skill level 3,SA,3,2025-09-01,1977.54
2,SA skill level 3,SA,3,2025-10-01,1923.702
2,SA skill level 3,SA,3,2025-11-01,2016.867
2,SA skill level 3,SA,3,2025-12-01,2005.688
2,SA skill level 3,SA,3,2026-01-01,2109.559
2,SA skill level 3,SA,3,2026-02-01,1971.818
2,SA skill level 3,SA,3,2026-03-01,2163.848
2,SA skill level 3,SA,3,2026-04-01,2152.807
2,SA skill level 3,SA,3,2026-05-01,2049.56
2,SA skill level 3,SA,3,2026-06-01,2037.121
2,SA skill level 3,SA,3,2026-07-01,2074.997
2,SA skill level 4,SA,4,2006-01-01,3714.523
2,SA skill level 4,SA,4,2006-02-01,3795.18
2,SA skill level 4,SA,4,2006-03-01,3850.511
2,SA skill level 4,SA,4,2006-04-01,3833.653
2,SA skill level 4,SA,4,2006-05-01,3766.1
2,SA skill level 4,SA,4,2006-06-01,3853.9
2,SA skill level 4,SA,4,2006-07-01,3846.511
2,SA skill level 4,SA,4,2006-08-01,3951.666
2,SA skill level 4,SA,4,2006-09-01,3820.208
2,SA skill level 4,SA,4,2006-10-01,3993.235
2,SA skill level 4,SA,4,2006-11-01,3867.611
2,SA skill level 4,SA,4,2006-12-01,4011.109
2,SA skill level 4,SA,4,2007-01-01,4080.854
2,SA skill level 4,SA,4,2007-02-01,4041.793
2,SA skill level 4,SA,4,2007-03-01,4446.555
2,SA skill level 4,SA,4,2007-04-01,4236.038
2,SA skill level 4,SA,4,2007-05-01,4246.066
2,SA skill level 4,SA,4,2007-06-01,4158.656
2,SA skill level 4,SA,4,2007-07-01,4596.374
2,SA skill level 4,SA,4,2007-08-01,4459.094
2,SA skill level 4,SA,4,2007-09-01,4630.526
2,SA skill level 4,SA,4,2007-10-01,4487.477
2,SA skill level 4,SA,4,2007-11-01,4776.944
2,SA skill level 4,SA,4,2007-12-01,4648.408
2,SA skill level 4,SA,4,2008-01-01,4676.425
2,SA skill level 4,SA,4,2008-02-01,4739.17
2,SA skill level 4,SA,4,2008-03-01,4776.228
2,SA skill level 4,SA,4,2008-04-01,4761.819
2,SA skill level 4,SA,4,2008-05-01,4708.596
2,SA skill level 4,SA,4,2008-06-01,4643.868
2,SA skill level 4,SA,4,2008-07-01,4295.515
2,SA skill level 4,SA,4,2008-08-01,3897.857
2,SA skill level 4,SA,4,2008-09-01,4037.805
2,SA skill level 4,SA,4,2008-10-01,3905.571
2,SA skill level 4,SA,4,2008-11-01,3965.698
2,SA skill level 4,SA,4,2008-12-01,3516.957
2,SA skill level 4,SA,4,2009-01-01,3187.354
2,SA skill level 4,SA,4,2009-02-01,3020.174
2,SA skill level 4,SA,4,2009-03-01,2806.977
2,SA skill level 4,SA,4,2009-04-01,2768.428
2,SA skill level 4,SA,4,2009-05-01,2598.135
2,SA skill level 4,SA,4,2009-06-01,2971.647
2,SA skill level 4,SA,4,2009-07-01,2824.7
2,SA skill level 4,SA,4,2009-08-01,3015.142
2,SA skill level 4,SA,4,2009-09-01,3007.131
2,SA skill level 4,SA,4,2009-10-01,3112.953
2,SA skill level 4,SA,4,2009-11-01,3019.351
2,SA skill level 4,SA,4,2009-12-01,3035.492
2,SA skill level 4,SA,4,2010-01-01,3275.376
2,SA skill level 4,SA,4,2010-02-01,3309.921
2,SA skill level 4,SA,4,2010-03-01,2987.009
2,SA skill level 4,SA,4,2010-04-01,2815.996
2,SA skill level 4,SA,4,2010-05-01,2979.052
2,SA skill level 4,SA,4,2010-06-01,2910.133
2,SA skill level 4,SA,4,2010-07-01,3049.076
2,SA skill level 4,SA,4,2010-08-01,2948.045
2,SA skill level 4,SA,4,2010-09-01,2971.992
2,SA skill level 4,SA,4,2010-10-01,3009.037
2,SA skill level 4,SA,4,2010-11-01,3148.615
2,SA skill level 4,SA,4,2010-12-01,3205.419
2,SA skill level 4,SA,4,2011-01-01,3270.074
2,SA skill level 4,SA,4,2011-02-01,3222.93
2,SA skill level 4,SA,4,2011-03-01,3223.825
2,SA skill level 4,SA,4,2011-04-01,3207.556
2,SA skill level 4,SA,4,2011-05-01,3143.33
2,SA skill level 4,SA,4,2011-06-01,3007.806
2,SA skill level 4,SA,4,2011-07-01,2951.416
2,SA skill level 4,SA,4,2011-08-01,2897.104
2,SA skill level 4,SA,4,2011-09-01,2959.585
2,SA skill level 4,SA,4,2011-10-01,2812.749
2,SA skill level 4,SA,4,2011-11-01,2796.095
2,SA skill level 4,SA,4,2011-12-01,2823.642
2,SA skill level 4,SA,4,2012-01-01,2690.457
2,SA skill level 4,SA,4,2012-02-01,2764.011
2,SA skill level 4,SA,4,2012-03-01,2683.133
2,SA skill level 4,SA,4,2012-04-01,2706.065
2,SA skill level 4,SA,4,2012-05-01,2571.155
2,SA skill level 4,SA,4,2012-06-01,2575.86
2,SA skill level 4,SA,4,2012-07-01,2558.439
2,SA skill level 4,SA,4,2012-08-01,2448.875
2,SA skill level 4,SA,4,2012-09-01,2286.229
2,SA skill level 4,SA,4,2012-10-01,2225.781
2,SA skill level 4,SA,4,2012-11-01,1958.27
2,SA skill level 4,SA,4,2012-12-01,1916.703
2,SA skill level 4,SA,4,2013-01-01,2043.14
2,SA skill level 4,SA,4,2013-02-01,1953.133
2,SA skill level 4,SA,4,2013-03-01,1938.341
2,SA skill level 4,SA,4,2013-04-01,1800.762
2,SA skill level 4,SA,4,2013-05-01,1953.15
2,SA skill level 4,SA,4,2013-06-01,1864.543
2,SA skill level 4,SA,4,2013-07-01,2000.086
2,SA skill level 4,SA,4,2013-08-01,1898.355
2,SA skill level 4,SA,4,2013-09-01,1911.834
2,SA skill level 4,SA,4,2013-10-01,1916.091
2,SA skill level 4,SA,4,2013-11-01,1996.304
2,SA skill level 4,SA,4,2013-12-01,1871.978
2,SA skill level 4,SA,4,2014-01-01,1949.602
2,SA skill level 4,SA,4,2014-02-01,1899.698
2,SA skill level 4,SA,4,2014-03-01,1912.054
2,SA skill level 4,SA,4,2014-04-01,1890.812
2,SA skill level 4,SA,4,2014-05-01,1950.928
2,SA skill level 4,SA,4,2014-06-01,1991.147
2,SA skill level 4,SA,4,2014-07-01,1875.653
2,SA skill level 4,SA,4,2014-08-01,2089.525
2,SA skill level 4,SA,4,2014-09-01,1974.006
2,SA skill level 4,SA,4,2014-10-01,1931.785
2,SA skill level 4,SA,4,2014-11-01,1939.522
2,SA skill level 4,SA,4,2014-12-01,1953.084
2,SA skill level 4,SA,4,2015-01-01,1873.081
2,SA skill level 4,SA,4,2015-02-01,1912.672
2,SA skill level 4,SA,4,2015-03-01,1899.408
2,SA skill level 4,SA,4,2015-04-01,1768.09
2,SA skill level 4,SA,4,2015-05-01,1685.583
2,SA skill level 4,SA,4,2015-06-01,1639.799
2,SA skill level 4,SA,4,2015-07-01,1599.653
2,SA skill level 4,SA,4,2015-08-01,1581.875
2,SA skill level 4,SA,4,2015-09-01,1734.892
2,SA skill level 4,SA,4,2015-10-01,1779.999
2,SA skill level 4,SA,4,2015-11-01,1761.786
2,SA skill level 4,SA,4,2015-12-01,1804.864
2,SA skill level 4,SA,4,2016-01-01,1730.718
2,SA skill level 4,SA,4,2016-02-01,1784.031
2,SA skill level 4,SA,4,2016-03-01,1827.297
2,SA skill level 4,SA,4,2016-04-01,1865.588
2,SA skill level 4,SA,4,2016-05-01,1862.929
2,SA skill level 4,SA,4,2016-06-01,2132.323
2,SA skill level 4,SA,4,2016-07-01,1978.54
2,SA skill level 4,SA,4,2016-08-01,2080.29
2,SA skill level 4,SA,4,2016-09-01,1984.609
2,SA skill level 4,SA,4,2016-10-01,2026.883
2,SA skill level 4,SA,4,2016-11-01,2040.188
2,SA skill level 4,SA,4,2016-12-01,2019.884
2,SA skill level 4,SA,4,2017-01-01,2110.618
2,SA skill level 4,SA,4,2017-02-01,2124.199
2,SA skill level 4,SA,4,2017-03-01,2131.63
2,SA skill level 4,SA,4,2017-04-01,2244.512
2,SA skill level 4,SA,4,2017-05-01,2232.099
2,SA skill level 4,SA,4,2017-06-01,2261.499
2,SA skill level 4,SA,4,2017-07-01,2137.82
2,SA skill level 4,SA,4,2017-08-01,2024.739
2,SA skill level 4,SA,4,2017-09-01,2002.126
2,SA skill level 4,SA,4,2017-10-01,2027.721
2,SA skill level 4,SA,4,2017-11-01,1982.626
2,SA skill level 4,SA,4,2017-12-01,2023.452
2,SA skill level 4,SA,4,2018-01-01,2048.776
2,SA skill level 4,SA,4,2018-02-01,2058.76
2,SA skill level 4,SA,4,2018-03-01,2112.516
2,SA skill level 4,SA,4,2018-04-01,2126.089
2,SA skill level 4,SA,4,2018-05-01,2090.935
2,SA skill level 4,SA,4,2018-06-01,2003.934
2,SA skill level 4,SA,4,2018-07-01,2062.526
2,SA skill level 4,SA,4,2018-08-01,1974.795
2,SA skill level 4,SA,4,2018-09-01,2027.505
2,SA skill level 4,SA,4,2018-10-01,1928.09
2,SA skill level 4,SA,4,2018-11-01,1966.292
2,SA skill level 4,SA,4,2018-12-01,1966.048
2,SA skill level 4,SA,4,2019-01-01,2113.41
2,SA skill level 4,SA,4,2019-02-01,2023.47
2,SA skill level 4,SA,4,2019-03-01,1987.844
2,SA skill level 4,SA,4,2019-04-01,1975.3
2,SA skill level 4,SA,4,2019-05-01,1995.458
2,SA skill level 4,SA,4,2019-06-01,1920.642
2,SA skill level 4,SA,4,2019-07-01,1966.945
2,SA skill level 4,SA,4,2019-08-01,2000.856
2,SA skill level 4,SA,4,2019-09-01,1933.88
2,SA skill level 4,SA,4,2019-10-01,1934.478
2,SA skill level 4,SA,4,2019-11-01,1954.301
2,SA skill level 4,SA,4,2019-12-01,1876.627
2,SA skill level 4,SA,4,2020-01-01,2081.962
2,SA skill level 4,SA,4,2020-02-01,1896.17
2,SA skill level 4,SA,4,2020-03-01,1419.576
2,SA skill level 4,SA,4,2020-04-01,854.635
2,SA skill level 4,SA,4,2020-05-01,1273.149
2,SA skill level 4,SA,4,2020-06-01,1749.957
2,SA skill level 4,SA,4,2020-07-01,2134.024
2,SA skill level 4,SA,4,2020-08-01,2352.515
2,SA skill level 4,SA,4,2020-09-01,2300.843
2,SA skill level 4,SA,4,2020-10-01,2442.383
2,SA skill level 4,SA,4,2020-11-01,2438.052
2,SA skill level 4,SA,4,2020-12-01,2739.52
2,SA skill level 4,SA,4,2021-01-01,2806.741
2,SA skill level 4,SA,4,2021-02-01,3126.355
2,SA skill level 4,SA,4,2021-03-01,3362.384
2,SA skill level 4,SA,4,2021-04-01,3288.222
2,SA skill level 4,SA,4,2021-05-01,3319.197
2,SA skill level 4,SA,4,2021-06-01,3329.938
2,SA skill level 4,SA,4,2021-07-01,3275.648
2,SA skill level 4,SA,4,2021-08-01,3292.225
2,SA skill level 4,SA,4,2021-09-01,3614.79
2,SA skill level 4,SA,4,2021-10-01,3601.826
2,SA skill level 4,SA,4,2021-11-01,3788.666
2,SA skill level 4,SA,4,2021-12-01,3787.319
2,SA skill level 4,SA,4,2022-01-01,3615.309
2,SA skill level 4,SA,4,2022-02-01,3812.637
2,SA skill level 4,SA,4,2022-03-01,4050.467
2,SA skill level 4,SA,4,2022-04-01,4077.602
2,SA skill level 4,SA,4,2022-05-01,4286.455
2,SA skill level 4,SA,4,2022-06-01,4457.651
2,SA skill level 4,SA,4,2022-07-01,4449.494
2,SA skill level 4,SA,4,2022-08-01,4496.034
2,SA skill level 4,SA,4,2022-09-01,4071.724
